# E_center (eV)  Flux_diff (erg cm-2 s-1)
2.50e+03 4.56e-10
3.50e+03 3.86e-10
4.50e+03 3.36e-10
5.50e+03 3.07e-10
6.50e+03 2.85e-10
7.50e+03 2.62e-10
